Episode,TotalReward,Steps,AvgReward,AvgSteps,Epsilon,BestNetworkLen,Loss
1800,-5.0,60,-5.0,60.0,0.406478161360422,43,0.0011
1850,-5.0,60,-5.0,60.0,0.396439701215766,43,0.0007
1900,-5.0,60,-4.866666666666666,60.0,0.3866491527467055,43,0.0004
1950,-5.0,60,-4.866101694915255,59.98,0.3771003934804696,43,0.0003
2000,-5.0,60,-5.0,60.0,0.3677874521460121,43,0.0005
2050,-5.0,60,-5.0,60.0,0.3587045049399047,43,0.0010
2100,-5.0,60,-5.0,60.0,0.34984587188445015,43,0.0005
2150,-5.0,60,-5.0,60.0,0.34120601327573535,43,0.0007
2200,-5.0,60,-5.0,60.0,0.3327795262194029,43,0.0003
2250,-5.0,60,-5.0,60.0,0.3245611412519779,43,0.0012
2300,-5.0,60,-5.0,60.0,0.31654571904563433,43,0.0003
2350,-5.0,60,-5.0,60.0,0.30872824719433983,43,0.0005
2400,-5.0,60,-5.0,60.0,0.3011038370793723,43,0.0011
2450,-5.0,60,-5.0,60.0,0.29366772081224507,43,0.0003
2500,-5.0,60,-5.0,60.0,0.28641524825313086,43,0.0003
2550,-5.0,60,-4.866666666666666,60.0,0.2793418841029192,43,0.0008
2600,-5.0,60,-5.0,60.0,0.27244320506708813,43,0.0007
2650,-5.0,60,-5.0,60.0,0.26571489708961893,43,0.0013
2700,-5.0,60,-5.0,60.0,0.25915275265522114,43,0.0006
2750,-5.0,60,-5.0,60.0,0.2527526681581832,43,0.0005
2800,-5.0,60,-5.0,60.0,0.24651064133620196,43,0.0007
2850,-5.0,60,-5.0,60.0,0.2404227687675873,43,0.0010
2900,-5.0,60,-5.0,60.0,0.23448524343027585,43,0.0005
2950,-5.0,60,-5.0,60.0,0.2286943523211281,43,0.0003
3000,-5.0,60,-5.0,60.0,0.22304647413401948,43,0.0003
3050,-5.0,60,-5.0,60.0,0.21753807699527364,43,0.0010
3100,-5.0,60,-5.0,60.0,0.21216571625502262,43,0.0003
3150,-5.0,60,-5.0,60.0,0.20692603233311097,43,0.0009
3200,-5.0,60,-5.0,60.0,0.2018157486181985,43,0.0010
3250,-5.0,60,-5.0,60.0,0.19683166941874727,43,0.0002
3300,-5.0,60,-5.0,60.0,0.1919706779646106,43,0.0003
3350,-5.0,60,-5.0,60.0,0.18722973445797636,43,0.0002
3400,-5.0,60,-5.0,60.0,0.1826058741724434,43,0.0012
3450,-5.0,60,-5.0,60.0,0.17809620559904438,43,0.0014
3500,-5.0,60,-5.0,60.0,0.17369790863805412,43,0.0004
3550,-5.0,60,-5.0,60.0,0.1694082328354539,43,0.0003
3600,-5.0,60,-5.0,60.0,0.1652244956629483,43,0.0006
3650,-5.0,60,-5.0,60.0,0.1611440808404587,43,0.0007
3700,-5.0,60,-5.0,60.0,0.1571644367000449,43,0.0003
3750,-5.0,60,-5.0,60.0,0.15328307459023202,43,0.0004
3800,-5.0,60,-5.0,60.0,0.1494975673197442,43,0.0002
3850,-5.0,60,-5.0,60.0,0.1458055476396719,43,0.0003
3900,-5.0,60,-5.0,60.0,0.1422047067631241,43,0.0003
3950,-5.0,60,-5.0,60.0,0.13869279292143966,43,0.0003
4000,-5.0,60,-5.0,60.0,0.13526760995605422,43,0.0006
4050,-5.0,60,-5.0,60.0,0.1319270159451434,43,0.0010
4100,-5.0,60,-5.0,60.0,0.12866892186418147,43,0.0003
4150,-5.0,60,-5.0,60.0,0.12549129027958048,43,0.0007
4200,-5.0,60,-5.0,60.0,0.12239213407459068,43,0.0005
4250,-5.0,60,-5.0,60.0,0.11936951520666646,43,0.0002
4300,-5.0,60,-5.0,60.0,0.1164215434955208,43,0.0002
4350,-5.0,60,-5.0,60.0,0.11354637544110997,43,0.0002
4400,-5.0,60,-5.0,60.0,0.11074221307080971,43,0.0005
4450,-5.0,60,-5.0,60.0,0.1080073028150614,43,0.0005
4500,-5.0,60,-5.0,60.0,0.10533993441078586,43,0.0003
4550,-5.0,60,-5.0,60.0,0.10273843983187857,43,0.0003
4600,-5.0,60,-5.0,60.0,0.1002011922461172,43,0.0003
4650,-5.0,60,-5.0,60.0,0.09772660499783015,43,0.0002
4700,-5.0,60,-5.0,60.0,0.09531313061568897,43,0.0002
4750,-5.0,60,-5.0,60.0,0.09295925984500425,43,0.0006
4800,-5.0,60,-5.0,60.0,0.09066352070392071,43,0.0003
4850,-5.0,60,-5.0,60.0,0.08842447756292034,43,0.0001
4900,-5.0,60,-5.0,60.0,0.08624073024705824,43,0.0022
4950,-5.0,60,-5.0,60.0,0.0841109131603698,43,0.0002
5000,-5.0,60,-5.0,60.0,0.0820336944319021,43,0.0001
5050,-5.0,60,-5.0,60.0,0.0800077750828344,N/A,0.0003
5100,-5.0,60,-5.0,60.0,0.07803188821416818,N/A,0.0002
5150,-5.0,60,-5.0,60.0,0.07610479821447784,N/A,0.0002
5200,-5.0,60,-5.0,60.0,0.07422529998722693,N/A,0.0001
5250,-5.0,60,-5.0,60.0,0.07239221819716682,N/A,0.0002
5300,-5.0,60,-5.0,60.0,0.0706044065353464,N/A,0.0001
5350,-5.0,60,-5.0,60.0,0.06886074700227324,N/A,0.0002
5400,-5.0,60,-5.0,60.0,0.06716014920877787,N/A,0.0002
5450,-5.0,60,-5.0,60.0,0.06550154969414453,N/A,0.0004
5500,-5.0,60,-5.0,60.0,0.06388391126108031,N/A,0.0002
5550,-5.0,60,-5.0,60.0,0.06230622232710963,N/A,0.0002
5600,-5.0,60,-5.0,60.0,0.06076749629198526,N/A,0.0002
5650,-5.0,60,-5.0,60.0,0.059266770920723,N/A,0.0002
5700,-5.0,60,-5.0,60.0,0.05780310774187243,N/A,0.0001
5750,-5.0,60,-5.0,60.0,0.05637559146064833,N/A,0.0003
5800,-5.0,60,-5.0,60.0,0.05498332938655545,N/A,0.0001
5850,-5.0,60,-5.0,60.0,0.053625450875148736,N/A,0.0003
5900,-5.0,60,-5.0,60.0,0.05230110678358006,N/A,0.0003
5950,-5.0,60,-5.0,60.0,0.05100946893959062,N/A,0.0001
6000,-5.0,60,-5.0,60.0,0.04974972962361759,N/A,0.0002
