Episode,TotalReward,Steps,AvgReward,AvgSteps,Epsilon,BestNetworkLen,Loss
50,-10.0,40,-10.0,40.0,0.9753038143277888,N/A,0.0142
100,-10.0,40,-10.0,40.0,0.951217530242334,N/A,0.0368
150,-10.0,40,-10.0,40.0,0.9277260855008077,N/A,0.0027
200,-10.0,40,-10.0,40.0,0.9048147898403269,N/A,0.0222
250,-10.0,40,-10.0,40.0,0.8824693157914677,N/A,0.0157
300,-10.0,40,-10.0,40.0,0.8606756897186528,N/A,0.0006
350,-10.0,40,-10.0,40.0,0.8394202830818028,N/A,0.0162
400,-10.0,40,-10.0,40.0,0.8186898039137951,N/A,0.0005
450,-10.0,40,-10.0,40.0,0.7984712885083941,N/A,0.0059
500,-10.0,40,-10.0,40.0,0.7787520933134615,N/A,0.0326
550,-10.0,40,-10.0,40.0,0.7595198870243695,N/A,0.0011
600,-10.0,40,-10.0,40.0,0.7407626428726788,N/A,0.0083
650,-10.0,40,-10.0,40.0,0.7224686311052574,N/A,0.0034
700,-10.0,40,-10.0,40.0,0.7046264116491338,N/A,0.0166
750,-10.0,40,-10.0,40.0,0.6872248269575028,N/A,0.0031
800,-10.0,40,-10.0,40.0,0.6702529950324074,N/A,0.0074
850,-10.0,40,-10.0,40.0,0.6537003026197313,N/A,0.0312
900,-10.0,40,-10.0,40.0,0.637556398572254,N/A,0.0293
950,-10.0,40,-10.0,40.0,0.6218111873766076,N/A,0.0253
1000,-10.0,40,-10.0,40.0,0.606454822840097,N/A,0.0250
1050,-10.0,40,-10.0,40.0,0.5914777019334302,N/A,0.0292
1100,-10.0,40,-10.0,40.0,0.5768704587855094,N/A,0.0159
1150,-10.0,40,-10.0,40.0,0.5626239588265294,N/A,0.0054
1200,-10.0,40,-10.0,40.0,0.548729293075715,N/A,0.0103
1250,-10.0,40,-10.0,40.0,0.5351777725701358,N/A,0.0144
1300,-10.0,40,-10.0,40.0,0.5219609229311034,N/A,0.0215
1350,-10.0,40,-10.0,40.0,0.5090704790647583,N/A,0.0059
1400,-10.0,40,-10.0,40.0,0.49649837999353363,N/A,0.0146
1450,-10.0,40,-10.0,40.0,0.4842367638152614,N/A,0.0014
1500,-10.0,40,-10.0,40.0,0.4722779627867691,N/A,0.0021
1550,-10.0,40,-10.0,40.0,0.46061449852889347,N/A,0.0039
1600,-10.0,40,-10.0,40.0,0.44923907734991153,N/A,0.0122
1650,-10.0,40,-10.0,40.0,0.4381445856844652,N/A,0.0029
1700,-10.0,40,-10.0,40.0,0.4273240856451275,N/A,0.0020
1750,-10.0,40,-10.0,40.0,0.41677081068382765,N/A,0.0046
1800,-10.0,40,-10.0,40.0,0.406478161360422,N/A,0.0011
1850,-10.0,40,-10.0,40.0,0.396439701215766,N/A,0.0046
1900,-10.0,40,-10.0,40.0,0.3866491527467055,N/A,0.0036
1950,-10.0,40,-10.0,40.0,0.3771003934804696,N/A,0.0021
2000,-10.0,40,-10.0,40.0,0.3677874521460121,N/A,0.0090
2050,-10.0,40,-10.0,40.0,0.3587045049399047,N/A,0.0047
2100,-10.0,40,-10.0,40.0,0.34984587188445015,N/A,0.0028
2150,-10.0,40,-10.0,40.0,0.34120601327573535,N/A,0.0026
