Episode,TotalReward,Steps,AvgReward,AvgSteps,Epsilon,BestNetworkLen,Loss
50,-5.0,65,-4.86875,64.98,0.9753038143277888,64,0.0020
100,-5.0,65,-5.0,65.0,0.951217530242334,64,0.0017
150,-5.0,65,-5.0,65.0,0.9277260855008077,64,0.0006
200,-5.0,65,-5.0,65.0,0.9048147898403269,64,0.0010
250,-5.0,65,-5.0,65.0,0.8824693157914677,64,0.0064
300,-5.0,65,-4.8677419354838705,64.94,0.8606756897186528,62,0.0012
350,-5.0,65,-5.0,65.0,0.8394202830818028,62,0.0018
400,-5.0,65,-5.0,65.0,0.8186898039137951,62,0.0029
450,-5.0,65,-5.0,65.0,0.7984712885083941,62,0.0007
500,-5.0,65,-5.0,65.0,0.7787520933134615,62,0.0008
550,-5.0,65,-5.0,65.0,0.7595198870243695,62,0.0113
600,-5.0,65,-5.0,65.0,0.7407626428726788,62,0.0009
650,-5.0,65,-5.0,65.0,0.7224686311052574,62,0.0014
700,-5.0,65,-5.0,65.0,0.7046264116491338,62,0.0012
750,-5.0,65,-5.0,65.0,0.6872248269575028,62,0.0004
800,-5.0,65,-5.0,65.0,0.6702529950324074,62,0.0016
850,-5.0,65,-5.0,65.0,0.6537003026197313,62,0.0024
900,-5.0,65,-5.0,65.0,0.637556398572254,62,0.0009
950,-5.0,65,-5.0,65.0,0.6218111873766076,62,0.0001
1000,-5.0,65,-5.0,65.0,0.606454822840097,62,0.0014
1050,-5.0,65,-5.0,65.0,0.5914777019334302,62,0.0004
1100,-5.0,65,-5.0,65.0,0.5768704587855094,62,0.0003
1150,-5.0,65,-5.0,65.0,0.5626239588265294,62,0.0018
1200,-5.0,65,-5.0,65.0,0.548729293075715,62,0.0003
1250,-5.0,65,-5.0,65.0,0.5351777725701358,62,0.0027
1300,-5.0,65,-5.0,65.0,0.5219609229311034,62,0.0004
1350,-5.0,65,-5.0,65.0,0.5090704790647583,62,0.0016
1400,-5.0,65,-5.0,65.0,0.49649837999353363,62,0.0001
1450,-5.0,65,-5.0,65.0,0.4842367638152614,62,0.0006
1500,-5.0,65,-5.0,65.0,0.4722779627867691,62,0.0008
1550,-5.0,65,-5.0,65.0,0.46061449852889347,62,0.0007
