Episode,TotalReward,Steps,AvgReward,AvgSteps,Epsilon,BestNetworkLen,Loss
50,-10.0,9,-5.942063492063491,8.84,0.778312557068642,6,0.3971
100,12.5,8,-5.464285714285715,8.82,0.6057704364907278,6,0.0234
150,11.11111111111111,9,-0.4984126984126984,8.6,0.47147873742168567,6,0.2881
200,-10.0,9,-1.573015873015873,8.74,0.3669578217261671,6,0.7805
250,12.5,8,0.08253968253968268,8.52,0.285607880564032,6,0.7008
300,-10.0,9,5.712698412698412,8.2,0.22229219984074702,6,0.3131
350,-10.0,9,4.765079365079366,8.24,0.1730128104744653,6,0.4511
400,12.5,8,6.671428571428571,8.6,0.1346580429260134,6,0.5454
450,16.666666666666668,6,12.303174603174602,7.4,0.10480604571960442,6,0.2674
500,16.666666666666668,6,14.544444444444444,6.68,0.08157186144027828,6,0.4086
550,-10.0,9,10.196031746031746,7.36,0.06348840406243188,6,0.5824
600,11.11111111111111,9,10.218253968253968,8.24,0.0494138221100385,6,0.4369
650,11.11111111111111,9,13.044444444444444,7.46,0.03845939824099909,6,0.5152
700,11.11111111111111,9,9.23015873015873,8.86,0.029933432588273214,6,0.4189
750,16.666666666666668,6,15.293650793650793,6.7,0.023297566459620722,6,0.4430
800,16.666666666666668,6,16.388888888888893,6.14,0.018132788524664028,6,0.2959
850,14.285714285714286,7,13.45555555555556,6.92,0.014112977003416188,6,0.3600
