Episode,TotalReward,Steps,AvgReward,AvgSteps,Epsilon,BestNetworkLen,Loss
50,-10.0,15,-8.258974358974358,14.86,0.778312557068642,12,0.1003
100,-10.0,15,-9.666666666666666,15.0,0.6057704364907278,12,0.2071
150,-10.0,15,-10.0,15.0,0.47147873742168567,12,0.0210
200,-10.0,15,-9.646153846153846,14.96,0.3669578217261671,12,0.0359
250,-10.0,15,-9.666666666666666,15.0,0.285607880564032,12,0.0208
300,-10.0,15,-10.0,15.0,0.22229219984074702,12,0.0237
350,-10.0,15,-10.0,15.0,0.1730128104744653,12,0.0219
400,-10.0,15,-9.666666666666666,15.0,0.1346580429260134,12,0.0378
450,-10.0,15,-10.0,15.0,0.10480604571960442,12,0.0150
500,-10.0,15,-9.646153846153846,14.96,0.08157186144027828,12,0.0224
550,7.142857142857143,14,-6.99047619047619,14.98,0.06348840406243188,12,0.0603
600,7.142857142857143,14,-0.7523809523809523,14.48,0.0494138221100385,12,0.0279
650,6.666666666666667,15,1.7523809523809526,14.82,0.03845939824099909,12,0.1679
700,-10.0,15,2.7904761904761903,14.74,0.029933432588273214,12,0.0165
750,7.6923076923076925,13,-4.453113553113553,14.58,0.023297566459620722,12,0.0279
800,7.6923076923076925,13,4.034432234432234,13.62,0.018132788524664028,12,0.0209
850,7.6923076923076925,13,3.224542124542124,13.9,0.014112977003416188,12,0.0257
900,7.6923076923076925,13,5.89010989010989,13.26,0.01098430721937979,12,0.1134
950,7.6923076923076925,13,6.597802197802198,13.18,0.01,12,0.0188
1000,7.6923076923076925,13,6.964102564102563,13.12,0.01,12,0.0144
1050,7.6923076923076925,13,7.286446886446885,13.14,0.01,12,0.0441
1100,7.6923076923076925,13,7.317948717948719,13.08,0.01,12,0.0238
1150,7.6923076923076925,13,6.962637362637363,13.12,0.01,12,0.0303
1200,7.142857142857143,14,6.608791208791209,13.16,0.01,12,0.0203
1250,7.142857142857143,14,6.404162504162506,13.56,0.01,11,0.0982
1300,7.142857142857143,14,6.600000000000001,13.78,0.01,11,0.0147
1350,7.142857142857143,14,-3.9523809523809526,14.9,0.01,11,0.0373
1400,7.142857142857143,14,3.7450549450549446,14.16,0.01,11,0.0430
1450,6.666666666666667,15,6.419047619047619,14.82,0.01,11,0.0120
1500,6.666666666666667,15,6.0095238095238095,14.98,0.01,11,0.0690
1550,7.6923076923076925,13,5.866067266067266,13.32,0.01,11,0.0072
1600,6.666666666666667,15,6.684981684981685,13.66,0.01,11,0.0956
1650,7.142857142857143,14,6.28864468864469,14.4,0.01,11,0.0388
1700,7.142857142857143,14,6.400000000000002,14.16,0.01,11,0.0047
1750,6.666666666666667,15,3.1675324675324674,14.7,0.01,11,0.0481
1800,7.6923076923076925,13,5.513919413919414,14.02,0.01,11,0.0161
1850,7.6923076923076925,13,5.1501831501831505,14.02,0.01,11,0.0280
1900,6.666666666666667,15,6.802930402930404,14.08,0.01,11,0.0169
1950,6.666666666666667,15,6.584615384615386,13.86,0.01,11,0.0225
2000,7.6923076923076925,13,7.686446886446886,13.02,0.01,11,0.0256
2050,6.666666666666667,15,6.076190476190477,14.86,0.01,11,0.0251
2100,6.666666666666667,15,6.000000000000001,15.0,0.01,11,0.0026
2150,8.333333333333334,12,7.720512820512821,12.5,0.01,11,0.0131
2200,8.333333333333334,12,7.820512820512821,12.32,0.01,11,0.0089
2250,8.333333333333334,12,7.656776556776556,12.6,0.01,11,0.0174
2300,8.333333333333334,12,7.20952380952381,12.22,0.01,11,0.0184
2350,-10.0,15,7.852380952380953,12.26,0.01,11,0.0058
2400,8.333333333333334,12,7.587179487179487,12.14,0.01,11,0.0063
2450,7.6923076923076925,13,6.962637362637362,13.12,0.01,11,0.0015
2500,7.6923076923076925,13,6.934432234432234,13.18,0.01,11,0.0035
2550,7.6923076923076925,13,6.750915750915751,12.96,0.01,11,0.0110
2600,-10.0,15,6.237728937728938,13.24,0.01,11,0.0294
2650,8.333333333333334,12,7.2695970695970695,12.66,0.01,11,0.0090
2700,8.333333333333334,12,8.274358974358975,12.1,0.01,11,0.0079
2750,8.333333333333334,12,7.51002331002331,12.28,0.01,11,0.0014
2800,7.6923076923076925,13,7.088777888777888,12.42,0.01,11,0.0033
2850,-10.0,15,2.4461538461538463,13.56,0.01,11,0.0261
2900,-10.0,15,-1.0655677655677656,13.9,0.01,11,0.0310
2950,-10.0,15,7.0992673992674,12.4,0.01,11,0.0062
3000,7.6923076923076925,13,7.439926739926741,12.92,0.01,11,0.0154
3050,8.333333333333334,12,5.51978021978022,13.4,0.01,11,0.0091
3100,7.6923076923076925,13,7.081318681318681,12.94,0.01,11,0.0156
3150,-10.0,15,2.6466866466866468,13.3,0.01,11,0.0182
3200,-10.0,15,-9.312820512820513,14.96,0.01,11,0.0168
3250,-10.0,15,0.09853479853479882,14.18,0.01,11,0.0900
3300,9.090909090909092,11,-1.564335664335664,13.62,0.01,11,0.0265
3350,8.333333333333334,12,5.7153846153846155,12.5,0.01,11,0.0164
3400,7.6923076923076925,13,5.266433566433567,12.7,0.01,11,0.0481
3450,10.0,10,7.670629370629372,11.24,0.01,10,0.0354
3500,9.090909090909092,11,8.544055944055945,10.94,0.01,10,0.0320
3550,10.0,10,9.06899766899767,10.38,0.01,10,0.0354
3600,10.0,10,9.535664335664336,10.18,0.01,10,0.0029
3650,10.0,10,9.566666666666668,10.14,0.01,10,0.0123
3700,10.0,10,9.535664335664336,10.18,0.01,10,0.0047
3750,10.0,10,9.053846153846155,10.4,0.01,10,0.0082
3800,10.0,10,8.715151515151515,10.42,0.01,10,0.0091
3850,10.0,10,8.581818181818182,10.62,0.01,10,0.0323
3900,10.0,10,9.487179487179487,10.24,0.01,10,0.0720
3950,6.666666666666667,15,5.013553113553114,13.16,0.01,10,0.0237
4000,7.6923076923076925,13,6.517948717948718,12.8,0.01,10,0.0089
4050,9.090909090909092,11,7.944488844488846,11.02,0.01,10,0.0333
